"","X.1","X","year","stress","satjob1","health1","jobsecok","fringeok","secondwk","famwkoff","partfull","rincome","race","sex","educ","naicsind07","censusocc00","id","ballot","isco08","stressd","stressn","satjob1d","satjob1n","health1d","health1n","jobsecokd","jobsecokn","fringeokd","fringeokn","secondwkd","famwkoffd","famwkoffn","fulld","rincomed","blackraced","femalesexd","colleged","idvar","computefrey","pct_software","pct_robot","pct_ai","naics_id","yearnaics","ko_ratio","kl_ratio","decline","declineord","declinefac"
"1278",1278,1278,"2002","Sometimes","Very satisfied","Poor","Somewhat true","Somewhat true","Yes","Somewhat hard","Full-time","$20000 - 24999","White","Male","17","Hospitals","Counselors",1329,"Ballot c",2635,0,2,1,3,0,0,1,2,1,2,1,0,1,1,0,0,1,1,"2002-1329",0.043225,0.17,0.09,0.4,14,"2002-14",0.0761296944565964,0.151092580875953,0,0.888888888888889,"Faster than average"
"1279",1279,1279,"2002","Hardly ever","Very satisfied","Good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Male","12","Postal service","Postal service mail sorters, processors, and processing  machine operators",1330,"Ballot b",4412,0,1,1,3,1,2,1,2,1,2,0,1,3,1,1,0,1,0,"2002-1330",0.86,0.3275,0.53,0.2725,84,"2002-84",0.286502409848546,1.24425627711061,0.8,4.6,"Decline"
"1280",1280,1280,"2002","Sometimes","Somewhat satisfied","Excellent","Somewhat true","Not at all true","No","Not at all hard","Part-time","Lt $1000","White","Male","10","Construction","Roofers",1331,"Ballot c",7121,0,2,1,2,1,4,1,2,0,0,0,1,3,0,0,0,1,0,"2002-1331",0.9,0.7,0.8,0.54,18,"2002-18",0.0530238213759774,0.142119792291001,0,0,"Much faster than average"
"1281",1281,1281,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","$1000 to 2999","White","Female","8","Private households","Childcare workers",1332,"Ballot a",5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"2002-1332",0.08,0.265,0.31,0.23,86,"2002-86",0.124322002740858,0.279921043394681,0,1.5,"Faster than average"
"1282",1282,1282,"2002","Sometimes","Somewhat satisfied","Good","Somewhat true","Somewhat true","No","Not at all hard","Full-time","$8000 to 9999","White","Female","14","Grocery stores","First-line supervisors of retail sales workers",1333,"Ballot b",5222,0,2,1,2,1,2,1,2,1,2,0,1,3,1,0,0,0,0,"2002-1333",0.28,0.28,0.2,0.61,77,"2002-77",0.125375326854501,0.220138923246442,1,5,"Decline"
"1283",1283,1283,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","8","Engines, turbines, and power transmission equipment manufacturing      ","Production workers, all other",1334,"Ballot c",9329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-1334",0.813333333333333,0.8375,0.905,0.4275,161,"2002-161",0.347260877177509,1.76898791050501,0,2.5,"Average"
"1284",1284,1284,"2002","No issp","Not applicable","Very good","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","$15000 - 19999","White","Male","9","Bus service and urban transit","Bus drivers",1335,"Ballot a",8331,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,"2002-1335",0.61225,1,0.97,1,35,"2002-35",0.208094149920556,0.517497721650827,0,2,"Average"
"1285",1285,1285,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","11","Department stores and discount stores","Retail salespersons",1336,"Ballot b",5223,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-1336",0.95,0.02,0.03,0.02,60,"2002-60",0.125375326854501,0.220138923246442,0.5,4.5,"Little or no change"
"1286",1286,1286,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","19","Colleges and universities, including junior colleges","Education administrators",1337,"Ballot a",1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,"2002-1337",0.025,0.26,0.13,0.63,4,"2002-4",0.0346388467106889,0.0672407514512778,0,1.33333333333333,"Faster than average"
"1287",1287,1287,"2002","Sometimes","Somewhat satisfied","Very good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Male","12","Automobile dealers","First-line supervisors of retail sales workers",1338,"Ballot c",5222,0,2,1,2,1,3,1,3,1,3,0,1,3,1,1,0,1,0,"2002-1338",0.28,0.28,0.2,0.61,89,"2002-89",0.125375326854501,0.220138923246442,1,5,"Decline"
"1288",1288,1288,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Wired telecommunications carriers","Telephone operators",1339,"Ballot a",4223,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-1339",0.965,0.83,0.59,0.35,8,"2002-8",0.325524344787214,0.953869385177179,1,5,"Decline"
"1289",1289,1289,"2002","Sometimes","Very satisfied","Good","Somewhat true","Not too true","Yes","Somewhat hard","Full-time","$25000 or more","White","Male","16","Elementary and secondary schools","Elementary and middle school teachers",1340,"Ballot b",2341,0,2,1,3,1,2,1,2,0,1,1,0,1,1,1,0,1,1,"2002-1340",0.0872,0.22,0.14,0.4,6,"2002-6",0.0346388467106889,0.0672407514512778,0,2.5,"Average"
"1290",1290,1290,"2002","No issp","Not applicable","Excellent","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","12","Machine shops; turned product; screw, nut, and bolt manufacturing","Accountants and auditors",1341,"Ballot c",2411,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-1341",0.956666666666667,0.29,0.146666666666667,0.7,11,"2002-11",0.106846064012927,0.349776553401322,0,2,"Average"
"1291",1291,1291,"2002","Hardly ever","Somewhat satisfied","Fair","Very true","Somewhat true","No","Somewhat hard","Full-time","$20000 - 24999","White","Female","13","Hospitals","Nursing, psychiatric, and home health aides",1342,"Ballot c",5321,0,1,1,2,1,1,1,3,1,2,0,0,1,1,0,0,0,0,"2002-1342",0.47,0.3,0.57,0.26,14,"2002-14",0.0761296944565964,0.151092580875953,0,0.5,"Much faster than average"
"1292",1292,1292,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Female","15"," restaurants and other food services","Combined food preparation and serving workers, including fast food",1343,"Ballot c",5246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"2002-1343",0.93,0.07,0.76,0.07,25,"2002-25",0.115557254239675,0.295541734922122,0,1.33333333333333,"Faster than average"
"1293",1293,1293,"2002","Hardly ever","Very satisfied","Very good","Very true","Somewhat true","No","Somewhat hard","Not applicable","Not applicable","Black","Female","11","Business support services","Telemarketers",1344,"Ballot a",5244,0,1,1,3,1,3,1,3,1,2,0,0,1,NA,NA,1,0,0,"2002-1344",0.99,0.11,0.04,0.18,30,"2002-30",0.0515389373877754,0.0714471373397696,1,5,"Decline"
"1294",1294,1294,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$8000 to 9999","Black","Male","12","Construction","Construction laborers",1345,"Ballot b",9313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,"2002-1345",0.8,0.68,0.88,0.48,18,"2002-18",0.0530238213759774,0.142119792291001,0,0.5,"Much faster than average"
"1295",1295,1295,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","7","Used merchandise stores","Cashiers",1346,"Ballot c",5230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-1346",0.9,0.65,0.23,0.38,120,"2002-120",0.125375326854501,0.220138923246442,0.5,4.5,"Little or no change"
"1296",1296,1296,"2002","Sometimes","Very satisfied","Excellent","Very true","Very true","No","Not at all hard","Full-time","$15000 - 19999","White","Female","8","Seafood and other miscellaneous foods, n.e.c.","Packaging and filling machine operators and tenders",1347,"Ballot a",8183,0,2,1,3,1,4,1,3,1,3,0,1,3,1,0,0,0,0,"2002-1347",0.98,0.39,0.68,0.26,208,"2002-208",0.170384817072112,1.24431294813685,0,4,"Little or no change"
"1297",1297,1297,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$1000 to 2999","Black","Female","12","Not specified retail trade","Stock clerks and order fillers",1348,"Ballot b",4321,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,"2002-1348",0.856666666666667,0.61,0.4,0.526666666666667,37,"2002-37",0.125375326854501,0.220138923246442,0,3,"Slower than average"
"1298",1298,1298,"2002","Often","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Somewhat hard","Full-time","$10000 - 14999","Black","Female","11"," restaurants and other food services","Cashiers",1350,"Ballot a",5230,1,3,1,2,1,3,1,2,1,2,0,0,1,1,0,1,0,0,"2002-1350",0.9,0.65,0.23,0.38,25,"2002-25",0.115557254239675,0.295541734922122,0.5,4.5,"Little or no change"
"1299",1299,1299,"2002","Often","Somewhat satisfied","Excellent","Not too true","Not too true","Yes","Somewhat hard","Part-time","$10000 - 14999","Black","Female","9"," restaurants and other food services","Cooks",1351,"Ballot b",5120,1,3,1,2,1,4,0,1,0,1,1,0,1,0,0,1,0,0,"2002-1351",0.732,0.67,0.09,0.26,25,"2002-25",0.115557254239675,0.295541734922122,0,1.66666666666667,"Average"
"1300",1300,1300,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","8","Construction","Brickmasons, blockmasons, and stonemasons",1352,"Ballot c",7112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-1352",0.82,0.64,0.82,0.66,18,"2002-18",0.0530238213759774,0.142119792291001,0.5,3,"Slower than average"
"1301",1301,1301,"2002","Sometimes","Very satisfied","Good","Somewhat true","Very true","No","Not at all hard","Full-time","$15000 - 19999","White","Male","12","Electronic and precision equipment repair and maintenance","Computer, automated teller, and office machine repairers",1353,"Ballot b",7421,0,2,1,3,1,2,1,2,1,3,0,1,3,1,0,0,1,0,"2002-1353",0.536142857142857,0.563333333333333,0.598333333333333,0.665,73,"2002-73",0.161396490079513,0.542742394200455,0.285714285714286,3.57142857142857,"Little or no change"
"1302",1302,1302,"2002","Always","Somewhat satisfied","Very good","Very true","Not too true","No","Very hard","Full-time","$25000 or more","White","Male","12","Construction","Heating, air conditioning, and refrigeration mechanics and installers",1354,"Ballot b",7127,1,4,1,2,1,3,1,3,0,1,0,0,0,1,1,0,1,0,"2002-1354",0.3265,0.585,0.6,0.59,18,"2002-18",0.0530238213759774,0.142119792291001,0,1,"Faster than average"
"1303",1303,1303,"2002","Often","Very satisfied","Good","Somewhat true","Very true","Yes","Not too hard","Full-time","$10000 - 14999","White","Male","12","Construction","Construction managers",1355,"Ballot a",1323,1,3,1,3,1,2,1,2,1,3,1,1,2,1,0,0,1,0,"2002-1355",0.17,0.5,0.26,0.68,18,"2002-18",0.0530238213759774,0.142119792291001,0,1,"Faster than average"
"1304",1304,1304,"2002","Often","Very satisfied","Very good","Very true","Very true","No","Very hard","Full-time","$25000 or more","White","Female","10","Retail florists","First-line supervisors of retail sales workers",1356,"Ballot c",5222,1,3,1,3,1,3,1,3,1,3,0,0,0,1,1,0,0,0,"2002-1356",0.28,0.28,0.2,0.61,167,"2002-167",0.125375326854501,0.220138923246442,1,5,"Decline"
"1305",1305,1305,"2002","Sometimes","Very satisfied","Very good","Not at all true","Very true","No","Not too hard","Full-time","$25000 or more","White","Female","14","Business, technical, and trade schools and training","First-line supervisors of office and administrative support workers",1357,"Ballot a",3341,0,2,1,3,1,3,0,0,1,3,0,1,2,1,1,0,0,0,"2002-1357",0.014,0.08,0.08,0.29,97,"2002-97",0.0346388467106889,0.0672407514512778,0,4,"Little or no change"
"1306",1306,1306,"2002","Sometimes","Very satisfied","Very good","Very true","Somewhat true","No","Not at all hard","Full-time","$25000 or more","White","Female","14","Hospitals","Computer support specialists",1358,"Ballot b",3512,0,2,1,3,1,3,1,3,1,2,0,1,3,1,1,0,0,0,"2002-1358",0.65,0.84,0.61,0.68,14,"2002-14",0.0761296944565964,0.151092580875953,0,0,"Much faster than average"
"1307",1307,1307,"2002","Sometimes","Very satisfied","Excellent","Very true","Very true","No","Somewhat hard","Part-time","$25000 or more","White","Female","20","Elementary and secondary schools","Elementary and middle school teachers",1359,"Ballot c",2341,0,2,1,3,1,4,1,3,1,3,0,0,1,0,1,0,0,1,"2002-1359",0.0872,0.22,0.14,0.4,6,"2002-6",0.0346388467106889,0.0672407514512778,0,2.5,"Average"
"1308",1308,1308,"2002","Often","Very satisfied","Excellent","Very true","Somewhat true","No","Not too hard","Full-time","$25000 or more","White","Male","20","Religious organizations","Clergy",1360,"Ballot b",2636,1,3,1,3,1,4,1,3,1,2,0,1,2,1,1,0,1,1,"2002-1360",0.01655,0.05,0.01,0.02,105,"2002-105",0.124322002740858,0.279921043394681,0,2,"Average"
"1309",1309,1309,"2002","Hardly ever","Very satisfied","Very good","Somewhat true","Very true","No","Not too hard","Full-time","$25000 or more","White","Male","20","Elementary and secondary schools","Athletes, coaches, umpires, and related workers",1361,"Ballot a",3422,0,1,1,3,1,3,1,2,1,3,0,1,2,1,1,0,1,1,"2002-1361",0.374333333333333,0.27,0.54,0.52,6,"2002-6",0.0346388467106889,0.0672407514512778,0,0.666666666666667,"Faster than average"
"1310",1310,1310,"2002","Often","Somewhat satisfied","Very good","Somewhat true","Somewhat true","No","Not too hard","Full-time","$25000 or more","White","Female","20","Hospitals","Registered nurses",1362,"Ballot b",2221,1,3,1,2,1,3,1,2,1,2,0,1,2,1,1,0,0,1,"2002-1362",0.058,0.43,0.22,0.78,14,"2002-14",0.0761296944565964,0.151092580875953,0,0,"Much faster than average"
"1311",1311,1311,"2002","Hardly ever","Very satisfied","Excellent","Not too true","Not too true","No","Not too hard","Full-time","$25000 or more","White","Male","16","Management, scientific, and technical consulting services","Management analysts",1363,"Ballot c",2421,0,1,1,3,1,4,0,1,0,1,0,1,2,1,1,0,1,1,"2002-1363",0.071,0.415,0.22,0.815,33,"2002-33",0.0474008132411494,0.112103855229944,0,1,"Faster than average"
"1312",1312,1312,"2002","No issp","Not applicable","Fair","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Hardware, plumbing and heating equipment, and supplies, merchant wholesalers","Sales representatives,  wholesale and manufacturing",1364,"Ballot b",3322,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-1364",0.391666666666667,0.15,0.115,0.315,205,"2002-205",0.223178342187849,0.43330149744284,0.25,2.75,"Slower than average"
"1313",1313,1313,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$15000 - 19999","White","Female","12","Child day care services","Childcare workers",1365,"Ballot c",5311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"2002-1365",0.08,0.265,0.31,0.23,36,"2002-36",0.0456369518037754,0.0697736487544009,0,1.5,"Faster than average"
"1314",1314,1314,"2002","Hardly ever","Very satisfied","Very good","Somewhat true","Not at all true","Yes","Not too hard","Full-time","$15000 - 19999","Black","Male","12","Bus service and urban transit","Bus drivers",1366,"Ballot b",8331,0,1,1,3,1,3,1,2,0,0,1,1,2,1,0,1,1,0,"2002-1366",0.61225,1,0.97,1,35,"2002-35",0.208094149920556,0.517497721650827,0,2,"Average"
"1315",1315,1315,"2002","Often","Very satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$25000 or more","White","Female","12","Traveler accommodation","Lodging managers",1367,"Ballot c",1411,1,3,1,3,1,2,1,3,1,3,0,1,3,1,1,0,0,0,"2002-1367",0.94,0.5,0.26,0.68,26,"2002-26",0.15823413073328,0.389960029492801,0,4,"Little or no change"
"1316",1316,1316,"2002","Hardly ever","Not too satisfied","Good","Very true","Very true","No","Not at all hard","Full-time","$20000 - 24999","White","Male","12","Insurance carriers and related activities","Prepress technicians and workers",1368,"Ballot b",7321,0,1,0,1,1,2,1,3,1,3,0,1,3,1,0,0,1,0,"2002-1368",0.565,0.26,0.33,0.21,38,"2002-38",0.19108366441849,0.438075374901541,1,5,"Decline"
"1317",1317,1317,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$6000 to 6999","White","Male","14","Services incidental to transportation","Maintenance and repair workers, general",1369,"Ballot c",9622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,"2002-1369",0.715,0.875,0.9,0.46,100,"2002-100",0.163785562262517,0.328015833596725,0,1.75,"Average"
"1318",1318,1318,"2002","No issp","Not applicable","Good","Not applicable","Not applicable","Not applicable","Not applicable","Full-time","$25000 or more","White","Female","15","Savings institutions, including credit unions","Credit counselors and loan officers",1370,"Ballot a",3312,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,"2002-1370",0.51,0.37,0.16,0.81,124,"2002-124",0.244366154580652,0.692312547153806,0,1,"Faster than average"
"1319",1319,1319,"2002","No issp","Not applicable","Excellent","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","White","Male","12","Truck transportation","Transportation, storage, and distribution managers",1371,"Ballot a",1324,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"2002-1371",0.029,0.72,0.03,0.23,136,"2002-136",0.0782933020075098,0.209049288161947,0,2,"Average"
"1320",1320,1320,"2002","Sometimes","Not too satisfied","Fair","Very true","Somewhat true","No","Very hard","Full-time","Not applicable","White","Female","10"," restaurants and other food services","Cooks",1372,"Ballot b",5120,0,2,0,1,1,1,1,3,1,2,0,0,0,1,NA,0,0,0,"2002-1372",0.732,0.67,0.09,0.26,25,"2002-25",0.115557254239675,0.295541734922122,0,1.66666666666667,"Average"
"1321",1321,1321,"2002","No issp","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Part-time","Not applicable","White","Male","20","Colleges and universities, including junior colleges","Postsecondary teachers",1373,"Ballot b",2310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,"2002-1373",0.032,0.37,0.34,0.55,4,"2002-4",0.0346388467106889,0.0672407514512778,0,1.40540540540541,"Faster than average"
