year,stress,satjob1,health1,jobsecok,fringeok,secondwk,famwkoff,partfull,rincome,race,sex,educ,naicsind07,censusocc00,id,ballot
2002,Hardly ever,Somewhat satisfied,Good,Not too true,Not at all true,No,Not at all hard,Part-time,Not applicable,White,Female,13,"Colleges and universities, including junior colleges",Secretaries and administrative assistants,547,Ballot a
2002,Never,Not too satisfied,Good,Somewhat true,Not at all true,No,Not at all hard,Not applicable,Don't know,White,Female,14,Grocery stores,Cashiers,548,Ballot c
2002,Sometimes,Very satisfied,Good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,12,"Justice, public order, and safety activities",Firefighters,549,Ballot b
2002,Sometimes,Very satisfied,Good,Very true,Very true,Yes,Somewhat hard,Full-time,$25000 or more,White,Male,11,Other personal services,Nonfarm animal caretakers,550,Ballot c
2002,Never,Very satisfied,Excellent,Dont know,Somewhat true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,18,"Other professional, scientific, and technical services","Business operations specialists, all other",551,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,20,Elementary and secondary schools,Education administrators,552,Ballot c
2002,Often,Very satisfied,Excellent,Very true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,13,Insurance carriers and related activities,Insurance underwriters,553,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,Refused,White,Female,16,"Water, steam, air-conditioning, and irrigation systems",Chief executives,554,Ballot c
2002,Never,Very satisfied,Excellent,Somewhat true,Very true,No,Not at all hard,Part-time,$20000 - 24999,White,Female,16,"Accounting, tax preparation, bookkeeping, and payroll services","Bookkeeping, accounting, and auditing clerks",555,Ballot b
2002,Sometimes,Somewhat satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,Black,Male,15,Executive offices and legislative bodies,Electrical and electronics engineers,556,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,13, restaurants and other food services,Waiters and waitresses,557,Ballot b
2002,Sometimes,Very satisfied,Excellent,Very true,Very true,Yes,Not too hard,Full-time,$25000 or more,White,Male,16,Nursing care facilities,Occupational therapy assistants and aides,558,Ballot c
2002,Often,Very satisfied,Excellent,Somewhat true,Very true,No,Very hard,Full-time,No answer,White,Male,13,Executive offices and legislative bodies,No answer,559,Ballot b
2002,Sometimes,Somewhat satisfied,Excellent,Very true,Somewhat true,No,Very hard,Full-time,Not applicable,White,Female,12,"Justice, public order, and safety activities",Police and sheriff's patrol officers,560,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Department stores and discount stores,Retail salespersons,561,Ballot c
2002,Sometimes,Very satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,$15000 - 19999,White,Female,12,Child day care services,Childcare workers,562,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,14,Nursing care facilities,Personal care aides,563,Ballot c
2002,Hardly ever,Very satisfied,Very good,Somewhat true,Not at all true,Yes,Not at all hard,Full-time,$8000 to 9999,Black,Female,12,Child day care services,Childcare workers,564,Ballot b
2002,Always,Somewhat satisfied,Excellent,Somewhat true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,12,"Groceries and related products, merchant wholesalers",Payroll and timekeeping clerks,565,Ballot c
2002,Hardly ever,Very satisfied,Excellent,Very true,Somewhat true,No,Very hard,Full-time,$20000 - 24999,White,Female,14,Offices of dentists,Dental assistants,566,Ballot a
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Construction,Operating engineers and other construction equipment  operators,567,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Mail order houses,Secretaries and administrative assistants,568,Ballot a
2002,Often,Somewhat satisfied,Fair,Not too true,Somewhat true,Yes,Not too hard,Full-time,$25000 or more,White,Female,9, restaurants and other food services,First-line supervisors of food preparation and serving workers,569,Ballot c
2002,No issp,Not applicable,Poor,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Department stores and discount stores,Marketing and sales managers,570,Ballot a
2002,Sometimes,Somewhat satisfied,Good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,Refused,White,Female,14,"Accounting, tax preparation, bookkeeping, and payroll services","Mail clerks and mail machine operators, except postal service",571,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Full-time,$15000 - 19999,White,Male,12,Real estate,Real estate brokers and sales agents,572,Ballot a
2002,Hardly ever,Not too satisfied,Good,Very true,Somewhat true,No,Very hard,Not applicable,Not applicable,White,Male,13,Not specified manufacturing industries,"Shipping, receiving, and traffic clerks",573,Ballot c
2002,Often,Not at all satisfied,Good,Somewhat true,Not at all true,No,Very hard,Full-time,$10000 - 14999,White,Male,12,"Architectural, engineering, and related services","Miscellaneous life, physical, and social science technicians",574,Ballot a
2002,Hardly ever,Very satisfied,Excellent,Somewhat true,Not too true,No,Not at all hard,Full-time,Refused,White,Male,14,Construction,"Welding, soldering, and brazing workers",575,Ballot b
2002,Often,Somewhat satisfied,Good,Somewhat true,Somewhat true,Yes,Very hard,Full-time,$25000 or more,White,Male,15,Water transportation,Sailors and marine oilers,576,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,9,Grocery stores,"Office clerks, general",577,Ballot b
2002,Never,Not too satisfied,Good,Very true,Not at all true,No,Somewhat hard,Full-time,$8000 to 9999,White,Male,8,Motor vehicles and motor vehicle equipment manufacturing,Driver/sales workers and truck drivers,578,Ballot c
2002,Hardly ever,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Full-time,$25000 or more,White,Male,16,Other administrative and other support services,"Managers, all other",579,Ballot b
2002,Sometimes,Somewhat satisfied,Very good,Somewhat true,Not at all true,Yes,Not too hard,Full-time,$10000 - 14999,White,Female,12,Other motor vehicle dealers,Retail salespersons,580,Ballot c
2002,Often,Somewhat satisfied,Very good,Somewhat true,Somewhat true,No,Very hard,Full-time,$25000 or more,White,Female,12,"Residential care facilities, without nursing",Social workers,581,Ballot b
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Wired telecommunications carriers,"Engineering technicians, except drafters",582,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Clothing stores,Retail salespersons,583,Ballot a
2002,Always,Very satisfied,Good,Somewhat true,Very true,No,Somewhat hard,Full-time,$25000 or more,White,Male,12,Services incidental to transportation,Aircraft mechanics and service technicians,584,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Traveler accommodation,Maids and housekeeping cleaners,585,Ballot b
2002,No issp,Not applicable,Poor,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Black,Female,14,Religious organizations,Data entry keyers,586,Ballot c
2002,Sometimes,Not too satisfied,Fair,Somewhat true,Not at all true,No,Not too hard,Full-time,$15000 - 19999,White,Male,12,Miscellaneous wood products,Driver/sales workers and truck drivers,587,Ballot a
2002,Often,Very satisfied,Very good,Somewhat true,Not too true,No,Somewhat hard,Full-time,$25000 or more,White,Female,14,Offices of physicians,"Nursing, psychiatric, and home health aides",588,Ballot c
2002,Hardly ever,Very satisfied,Fair,Very true,Somewhat true,No,Not at all hard,Full-time,No answer,White,Male,6,Hospitals,No answer,589,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,11,Hospitals,Maids and housekeeping cleaners,590,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,14,Hospitals,Physical therapist assistants and aides,591,Ballot c
2002,Always,Very satisfied,Fair,Somewhat true,Not at all true,No,Very hard,Full-time,$15000 - 19999,White,Male,12,Construction,"Brickmasons, blockmasons, and stonemasons",592,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,12,Non-depository credit and related activities,"First-line supervisors of mechanics, installers, and repairers",593,Ballot c
2002,Always,Very satisfied,Good,Very true,Not at all true,No,Not at all hard,Full-time,$25000 or more,White,Male,2,"Justice, public order, and safety activities",Police and sheriff's patrol officers,594,Ballot c
2002,Sometimes,Very satisfied,Excellent,Very true,Somewhat true,No,Somewhat hard,Not applicable,Not applicable,Black,Female,12,Beauty salons,"Hairdressers, hairstylists, and cosmetologists",595,Ballot b
2002,Sometimes,Not too satisfied,Good,Not at all true,Not at all true,No,Somewhat hard,Part-time,$1000 to 2999,Black,Female,12,Clothing stores,Customer service representatives,596,Ballot a
2002,No issp,Not applicable,Fair,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Male,16,Specialized design services,Artists and related workers,597,Ballot a
2002,No issp,Not applicable,Good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,11, restaurants and other food services,Cashiers,598,Ballot b
2002,Sometimes,Very satisfied,Good,Somewhat true,Not at all true,Yes,Not at all hard,Full-time,$25000 or more,White,Male,12,Construction,Construction laborers,599,Ballot a
2002,Sometimes,Very satisfied,Very good,Very true,Very true,No,Not at all hard,Part-time,$8000 to 9999,White,Female,12,Religious organizations,Secretaries and administrative assistants,600,Ballot b
2002,Hardly ever,Very satisfied,Good,Very true,Somewhat true,No,Not at all hard,Part-time,$5000 to 5999,White,Male,16,Postal service,Postal service clerks,601,Ballot a
2002,Often,Somewhat satisfied,Very good,Very true,Somewhat true,No,Not too hard,Full-time,$25000 or more,White,Female,17,Elementary and secondary schools,Elementary and middle school teachers,602,Ballot b
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Female,12,Executive offices and legislative bodies,"Inspectors, testers, sorters, samplers, and weighers",603,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Not applicable,Not applicable,604,Ballot a
2002,Sometimes,Very satisfied,Good,Somewhat true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,18,Support activities for mining,Environmental scientists and geoscientists,605,Ballot c
2002,No issp,Not applicable,Very good,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,White,Female,12,Natural gas distribution,Secretaries and administrative assistants,606,Ballot a
2002,Hardly ever,Very satisfied,Very good,Very true,Somewhat true,No,Not at all hard,Full-time,$25000 or more,White,Male,18,National security and international affairs,"Managers, all other",607,Ballot c
2002,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Male,7,U.s. army,Military enlisted tactical operations and air/weapons specialists and crew members,608,Ballot a
2002,Hardly ever,Very satisfied,Good,Very true,Very true,No,Not at all hard,Part-time,$10000 - 14999,Black,Female,12,Nursing care facilities,Miscellaneous health technologists and technicians,609,Ballot a
